session_id,is_click
1,0.05011790600500877
100015,0.06127123400740753
100018,0.10897053514217042
100023,0.0928030619363172
100025,0.0963924438459641
100035,0.09602020705941589
100036,0.08286057493659134
100040,0.08982466620164425
100047,0.08183380855822397
100053,0.10850514063694973
100056,0.0963924438459641
100062,0.09602020705941589
100099,0.09024007142380779
100107,0.08204799002351403
100111,0.09602020705941589
100119,0.09710836413650728
100121,0.09034620733093743
100123,0.0797040348491686
100125,0.08183380855822397
100128,0.08750510948473178
100131,0.0928030619363172
100133,0.08393189470119326
100135,0.0956764338939486
100139,0.10662298079343835
100142,0.09154446710044209
100143,0.07923973776190031
100145,0.133304121567944
100163,0.0963924438459641
100165,0.09154446710044209
100171,0.09118663751582545
100175,0.0963924438459641
100180,0.08034686454213529
100202,0.10219011766628495
100204,0.0956764338939486
100209,0.08668122118092274
100219,0.09602020705941589
100230,0.14396145823418696
100231,0.0928030619363172
100241,0.07696116026054699
100253,0.08129790622627392
100255,0.06890489921426547
100256,0.0963924438459641
100267,0.0892556524477367
100269,0.0963924438459641
100285,0.08750510948473178
100308,0.07749408669121227
100312,0.1001557371201246
100320,0.0963924438459641
100327,0.10297514094641365
100339,0.0894949558353784
100342,0.07525364262933534
100344,0.0986162790238804
100349,0.10297514094641365
100366,0.07923973776190031
100370,0.13617589383137704
100375,0.06381907846183371
100376,0.08963605178767402
100382,0.07923973776190031
100384,0.0894949558353784
100393,0.13668337831476512
100408,0.0928030619363172
100413,0.09405716686695861
100415,0.10764524364320707
100417,0.10662298079343835
100421,0.09969583036002316
100428,0.08507964947269024
100432,0.13381852164620264
100436,0.09968483833691778
100466,0.0692627776226979
100474,0.0963924438459641
100479,0.09639580324871258
100486,0.1001557371201246
100494,0.07858311820461227
100502,0.08064926460104242
100503,0.0989905022437814
100511,0.08064926460104242
100516,0.0692627776226979
100517,0.10662298079343835
100528,0.08299567736610997
100540,0.07106936689761077
100544,0.0963924438459641
100550,0.0928030619363172
100556,0.06173656305759019
100585,0.09154446710044209
