session_id,is_click
1,0.06528862967544996
100015,0.08318632760451258
100018,0.08594455784367813
100023,0.08293634093102355
100025,0.08421386175747807
100035,0.08424493154337843
100036,0.08552216930968246
100040,0.08312478993542162
100047,0.08315411821351397
100053,0.08834585368698143
100056,0.08421386175747807
100062,0.08424493154337843
100099,0.0844218910001344
100107,0.07828212279114352
100111,0.08424493154337843
100119,0.08232362126748481
100121,0.07986781567248069
100123,0.08291966748918686
100125,0.08315411821351397
100128,0.08276221390696727
100131,0.08293634093102355
100133,0.08419695506416919
100135,0.08440494639230141
100139,0.08550922617682626
100142,0.0829669820901388
100143,0.08127319417221258
100145,0.08444712099647426
100163,0.08421386175747807
100165,0.0829669820901388
100171,0.07983821944130856
100175,0.08421386175747807
100180,0.08382173224130306
100202,0.07985529720580586
100204,0.08440494639230141
100209,0.08297183071509376
100219,0.08424493154337843
100230,0.08595719560415316
100231,0.08293634093102355
100241,0.08109410146567297
100253,0.08252740193134926
100255,0.08128017054889496
100256,0.08421386175747807
100267,0.08273164154974084
100269,0.08421386175747807
100285,0.08276221390696727
100308,0.08294892994292279
100312,0.0857517292550896
100320,0.08421386175747807
100327,0.08440643155683308
100339,0.08445303045832339
100342,0.07988376576434693
100344,0.0868545676357154
100349,0.08440643155683308
100366,0.08127319417221258
100370,0.0844673444595603
100375,0.08145963775279408
100376,0.08002024310854602
100382,0.08127319417221258
100384,0.08445303045832339
100393,0.08447389664239278
100408,0.08293634093102355
100413,0.07707013141579375
100415,0.08554072923316498
100417,0.08550922617682626
100421,0.08572015577555787
100428,0.07880226027957285
100432,0.08773925265841566
100436,0.08701906821669139
100466,0.08529143903497227
100474,0.08421386175747807
100479,0.08251080330530536
100486,0.0857517292550896
100494,0.07966201464662857
100502,0.08147460550389406
100503,0.08682262665710053
100511,0.08147460550389406
100516,0.08529143903497227
100517,0.08550922617682626
100528,0.08383013001862466
100540,0.08701313300439915
100544,0.08421386175747807
100550,0.08293634093102355
100556,0.07967414982480926
100585,0.0829669820901388
100586,0.08147460550389406
100596,0.08549208370462791
100599,0.08682262665710053
